package,version,status,xml_doc,xml_bytes,readme,n_dll,n_xml,nupkg_bytes,bytes_read
NuGet.DependencyResolver.Core,7.9.0,ok,lib/net472/NuGet.DependencyResolver.Core.xml,78985,README.md,2,2,174583,65558
NuGet.LibraryModel,7.9.0,ok,lib/net472/NuGet.LibraryModel.xml,61727,README.md,2,2,133380,65558
Microsoft.ApplicationInsights.WorkerService,3.1.2,ok,lib/net10.0/Microsoft.ApplicationInsights.WorkerService.xml,25586,,3,3,254955,65558
NSwag.Generation.AspNetCore,14.7.1,ok,lib/net10.0/NSwag.Generation.AspNetCore.xml,11058,,5,5,142483,65558
Microsoft.Owin.Security.Cookies,4.2.3,ok,lib/net45/Microsoft.Owin.Security.Cookies.xml,33831,,1,1,65333,65333
AWSSDK.CloudWatchLogs,4.0.104.1,ok,lib/net472/AWSSDK.CloudWatchLogs.xml,2837061,,4,4,1602418,65558
AspNetCore.HealthChecks.SqlServer,9.0.0,ok,lib/net8.0/HealthChecks.SqlServer.xml,7790,,2,2,48085,48085
NuGet.ProjectModel,7.9.0,ok,lib/net472/NuGet.ProjectModel.xml,127172,README.md,2,2,300840,65558
System.Net.WebSockets.WebSocketProtocol,5.1.3,ok,lib/net462/System.Net.WebSockets.WebSocketProtocol.xml,25633,,3,3,137604,65558
HtmlSanitizer,9.2.1039,ok,lib/net462/HtmlSanitizer.xml,69583,README.md,4,4,159400,65558
Microsoft.AspNetCore.Authentication.Facebook,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Authentication.Facebook.xml,11338,,1,1,55754,55754
DiffEngine,20.2.2,ok,lib/net10.0/DiffEngine.xml,234712,,8,8,6969894,65558
Microsoft.AspNetCore.SignalR.Client.Core,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.SignalR.Client.Core.xml,161663,,4,4,402992,65558
Selenium.Support,4.48.0,ok,lib/netstandard2.0/Selenium.Support.xml,105592,,1,1,52552,52552
jQuery.Validation,1.21.0,ok,,0,,0,0,50894,50894
dotnet-ef,10.0.11,ok,,0,,0,0,621914,65558
Serilog.Sinks.Elasticsearch,10.0.0,ok,lib/net6.0/Serilog.Sinks.Elasticsearch.xml,47144,README.md,2,2,128206,65558
Microsoft.Bcl.Build,1.0.21,ok,,0,,0,0,40988,40988
Microsoft.Kiota.Http.HttpClientLibrary,2.1.1,ok,lib/net10.0-browser1.0/Microsoft.Kiota.Http.HttpClientLibrary.xml,61610,README.md,7,7,413635,65558
morelinq,4.4.0,ok,lib/net6.0/MoreLinq.xml,826188,README.md,5,5,1236512,65558
NJsonSchema.Yaml,11.6.1,ok,lib/net462/NJsonSchema.Yaml.xml,38647,README.md,3,3,61075,61075
Microsoft.Net.Compilers,4.2.0,ok,,0,,0,0,11877288,65558
Microsoft.Azure.Functions.Worker,2.52.0,ok,lib/net10.0/Microsoft.Azure.Functions.Worker.xml,19056,,6,6,205120,65558
Microsoft.AspNetCore.HostFiltering,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.HostFiltering.xml,5009,,1,1,42405,42405
Microsoft.Azure.Storage.Blob,11.2.3,ok,lib/net452/Microsoft.Azure.Storage.Blob.xml,1813640,,3,3,635862,65558
Microsoft.Data.Sqlite,10.0.11,ok,,0,,0,0,30208,30208
Microsoft.Kiota.Serialization.Json,2.1.1,ok,lib/net10.0/Microsoft.Kiota.Serialization.Json.xml,39268,README.md,4,4,168353,65558
Google.Apis.Storage.v1,1.76.0.4250,ok,lib/net462/Google.Apis.Storage.v1.xml,463281,,3,3,413214,65558
Microsoft.Azure.Functions.Worker.Extensions.Abstractions,1.3.0,ok,,0,,1,0,46602,46602
Microsoft.AspNetCore.Identity.UI,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Identity.UI.xml,181071,,1,1,3135109,65558
StyleCop.Analyzers.Unstable,1.2.0.556,ok,,0,,0,0,474559,65558
Microsoft.Build.Tasks.Git,10.0.400,ok,,0,,0,0,630612,65558
Flurl.Http,4.0.2,ok,lib/net461/Flurl.Http.xml,234939,README.md,3,3,221740,65558
Microsoft.Kiota.Serialization.Text,2.1.1,ok,lib/net10.0/Microsoft.Kiota.Serialization.Text.xml,11244,README.md,4,4,93993,65558
runtime.win.Microsoft.Win32.Primitives,4.3.0,ok,,0,,0,0,32430,32430
Microsoft.AspNetCore.Authentication.Twitter,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Authentication.Twitter.xml,26458,,1,1,70849,65558
GitVersion.Tool,6.8.2,ok,,0,README.md,0,0,34825403,65558
Asp.Versioning.Mvc.ApiExplorer,10.2.1,ok,lib/net10.0/Asp.Versioning.Mvc.ApiExplorer.xml,53289,README.md,1,1,76763,65558
Microsoft.Kiota.Serialization.Form,2.1.1,ok,lib/net10.0/Microsoft.Kiota.Serialization.Form.xml,10992,README.md,4,4,111587,65558
System.IO.Ports,10.0.11,ok,lib/net10.0/System.IO.Ports.xml,47769,,5,5,420484,65558
runtime.win.System.Net.Primitives,4.3.1,ok,,0,,0,0,238554,65558
Microsoft.Extensions.Configuration.Ini,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Configuration.Ini.xml,11713,,5,5,131581,65558
Sentry,6.10.0,ok,lib/net10.0-android36.0/Sentry.xml,696733,README.md,12,12,68984168,65558
Shouldly,4.3.0,ok,lib/net8.0/Shouldly.xml,103481,,3,3,650375,65558
Microsoft.AspNetCore.Http.Connections,1.2.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Http.Connections.xml,19634,,1,1,79639,65558
NJsonSchema.Annotations,11.6.1,ok,lib/net462/NJsonSchema.Annotations.xml,49981,README.md,2,2,52278,52278
Microsoft.CodeAnalysis.CSharp.Scripting,5.9.0,ok,lib/net10.0/Microsoft.CodeAnalysis.CSharp.Scripting.xml,8566,,28,2,350644,65558
Refit.HttpClientFactory,15.2.0,ok,lib/net10.0/Refit.HttpClientFactory.xml,62218,README.md,10,10,432396,65558
Swashbuckle.AspNetCore.Filters,10.0.1,ok,,0,README.md,1,0,40006,40006
Microsoft.SourceLink.Common,10.0.400,ok,,0,,0,0,347411,65558
Common.Logging,3.4.1,ok,lib/net35/Common.Logging.xml,175000,,3,3,178437,65558
FSharp.Core,11.0.100,ok,lib/netstandard2.0/FSharp.Core.xml,1343681,,28,2,3058614,65558
Microsoft.AspNet.Cors,5.3.0,ok,,0,,1,0,50975,50975
Serilog.Enrichers.Process,3.0.0,ok,,0,README.md,5,0,52229,52229
AWSSDK.Lambda,4.0.107.1,ok,lib/net472/AWSSDK.Lambda.xml,2633814,,4,4,1491841,65558
OpenTelemetry.Instrumentation.SqlClient,1.18.0,ok,lib/net10.0/OpenTelemetry.Instrumentation.SqlClient.xml,47357,README.md,4,4,229160,65558
Unity,5.11.10,ok,,0,,20,0,1305806,65558
Handlebars.Net,2.4.3,ok,lib/net10.0/Handlebars.xml,104899,README.md,4,4,635656,65558
runtime.win.System.Console,4.3.1,ok,,0,,0,0,82455,65558
Microsoft.VisualStudio.Validation,17.13.22,ok,lib/net8.0/Microsoft.VisualStudio.Validation.xml,86870,,28,2,352573,65558
NSwag.Core.Yaml,14.7.1,ok,,0,,3,0,33248,33248
Microsoft.Diagnostics.Tracing.TraceEvent,3.2.6,ok,lib/netstandard2.0/Microsoft.Diagnostics.Tracing.TraceEvent.xml,996762,,4,2,5489114,65558
Google.Cloud.Storage.V1,4.15.0,ok,lib/net462/Google.Cloud.Storage.V1.xml,326306,,2,2,290296,65558
SpecFlow,3.9.74,ok,lib/net461/TechTalk.SpecFlow.xml,16342,,2,4,382088,65558
Microsoft.Bcl,1.1.10,ok,lib/net40/System.IO.xml,134,,30,38,1018133,65558
Selenium.WebDriver,4.48.0,ok,lib/net462/Selenium.WebDriver.xml,8561293,README.md,3,3,17152852,65558
Microsoft.Kiota.Serialization.Multipart,2.1.1,ok,lib/net10.0/Microsoft.Kiota.Serialization.Multipart.xml,6661,README.md,4,4,80693,65558
Microsoft.DotNet.Scaffolding.Shared,10.0.2,ok,lib/net9.0/Microsoft.DotNet.Scaffolding.Shared.xml,53738,,1,1,113927,65558
Microsoft.Azure.Functions.Worker.Grpc,2.52.0,ok,lib/net10.0/Microsoft.Azure.Functions.Worker.Grpc.xml,102222,,6,6,1347331,65558
Microsoft.Diagnostics.NETCore.Client,0.2.731102,ok,lib/net8.0/Microsoft.Diagnostics.NETCore.Client.xml,50365,,2,2,173330,65558
dotnet-reportgenerator-globaltool,5.5.11,ok,,0,Readme.md,0,0,3982733,65558
Microsoft.AspNetCore.Authentication.OAuth,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Authentication.OAuth.xml,30437,,1,1,54491,54491
Microsoft.jQuery.Unobtrusive.Validation,4.0.0,ok,,0,,0,0,46686,46686
System.Runtime.InteropServices.WindowsRuntime,4.3.0,ok,ref/netcore50/System.Runtime.InteropServices.WindowsRuntime.xml,18216,,4,20,151655,65558
Microsoft.NET.Sdk.Android.Manifest-8.0.100.Msi.x64,34.0.154,ok,,0,,0,0,379217,65558
Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100.Msi.x64,18.0.8319,ok,,0,,0,0,379244,65558
Microsoft.Kiota.Authentication.Azure,2.1.1,ok,lib/net10.0/Microsoft.Kiota.Authentication.Azure.xml,5567,README.md,4,4,85856,65558
ExcelDataReader,3.9.0,ok,lib/net462/ExcelDataReader.xml,127995,README.md,4,4,719695,65558
Azure.Security.KeyVault.Keys,4.10.1,ok,lib/net10.0/Azure.Security.KeyVault.Keys.xml,430079,README.md,3,3,589575,65558
Oracle.ManagedDataAccess.Core,23.26.300,ok,,0,README.md,2,0,4946359,65558
Microsoft.AspNetCore.SignalR.Core,1.2.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.SignalR.Core.xml,114327,,1,1,90847,65558
Common.Logging.Core,3.4.1,ok,lib/portable-win%2Bnet40%2Bsl40%2Bwp7%2Bwpa81/Common.Logging.Core.XML,55912,,3,3,41190,41190
Std.UriTemplate,2.0.12,ok,,0,Readme.md,2,0,65582,65558
Microsoft.ApplicationInsights.Agent.Intercept,2.4.0,ok,,0,,2,0,1578626,65558
Microsoft.NET.Sdk.macOS.Manifest-8.0.100.Msi.x64,15.0.8319,ok,,0,,0,0,379210,65558
Microsoft.EntityFrameworkCore.Proxies,10.0.11,ok,lib/net10.0/Microsoft.EntityFrameworkCore.Proxies.xml,123344,,1,1,98173,65558
Microsoft.NET.Sdk.Maui.Manifest-8.0.100.Msi.x64,8.0.100,ok,,0,,0,0,380483,65558
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-8.0.100.Msi.x64,8.0.30,ok,,0,,0,0,349136,65558
Microsoft.NET.Workload.Emscripten.net6.Manifest-8.0.100.Msi.x64,8.0.30,ok,,0,,0,0,323900,65558
Microsoft.NET.Workload.Emscripten.Current.Manifest-8.0.100.Msi.x64,8.0.30,ok,,0,,0,0,324685,65558
Microsoft.NET.Sdk.iOS.Manifest-8.0.100.Msi.x64,18.0.8319,ok,,0,,0,0,379450,65558
Microsoft.NET.Workload.Emscripten.net7.Manifest-8.0.100.Msi.x64,8.0.30,ok,,0,,0,0,324571,65558
Xamarin.AndroidX.Annotation,1.10.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Annotation.xml,152,readme.md,2,2,98883,65558
System.Reactive.Core,6.1.0,ok,lib/net472/System.Reactive.Core.xml,145,readme.md,3,3,71666,65558
Microsoft.CodeAnalysis.CSharp.Features,5.9.0,ok,lib/net10.0/Microsoft.CodeAnalysis.CSharp.Features.xml,287255,,28,2,3129377,65558
Microsoft.Azure.Functions.Worker.Sdk,2.1.0,ok,,0,README.md,0,0,15715999,65558
Microsoft.NET.Sdk.tvOS.Manifest-8.0.100.Msi.x64,18.0.8319,ok,,0,,0,0,379174,65558
Microsoft.AspNet.Identity.Core,2.2.4,ok,lib/net45/Microsoft.AspNet.Identity.Core.xml,122199,,1,1,95998,65558
Microsoft.ApplicationInsights.Web,3.1.2,ok,lib/net462/Microsoft.AI.Web.xml,35610,,1,1,103544,65558
Grpc,2.46.6,ok,,0,,0,0,48346,48346
NewRelic.Agent,10.54.0,ok,,0,contentFiles/any/netstandard2.0/newrelic/README.md,0,0,31009476,65558
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-8.0.100.Msi.x64,8.0.30,ok,,0,,0,0,341720,65558
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-8.0.100.Msi.x64,8.0.30,ok,,0,,0,0,341926,65558
Microsoft.CodeAnalysis,5.9.0,ok,,0,,0,0,31696,31696
SonarAnalyzer.CSharp,10.33.0.1635,ok,,0,,0,0,1324472,65558
System.ServiceModel.Syndication,10.0.11,ok,lib/net10.0/System.ServiceModel.Syndication.xml,255578,,5,5,352562,65558
CommonServiceLocator,2.0.7,ok,,0,,12,0,68641,65558
NPOI,2.8.0,ok,lib/net8.0/NPOI.OpenXmlFormats.xml,194527,README.md,20,20,16812563,65558
AutoFixture.AutoMoq,4.18.1,ok,lib/net452/AutoFixture.AutoMoq.xml,20731,,3,3,95969,65558
Hangfire,1.8.25,ok,,0,README.md,0,0,62965,62965
JunitXml.TestLogger,8.0.0,ok,,0,docs/README.md,0,0,109075,65558
runtime.linux-x64.runtime.native.System.IO.Ports,10.0.11,ok,,0,,0,0,52805,52805
TestContainers,4.15.0,ok,lib/net10.0/Testcontainers.xml,415491,README.md,5,5,1349004,65558
runtime.linux-arm64.runtime.native.System.IO.Ports,10.0.11,ok,,0,,0,0,52597,52597
runtime.native.System.IO.Ports,10.0.11,ok,,0,,0,0,44514,44514
runtime.osx-x64.runtime.native.System.IO.Ports,10.0.11,ok,,0,,0,0,57165,57165
Amazon.Lambda.Serialization.SystemTextJson,3.0.1,ok,lib/net10.0/Amazon.Lambda.Serialization.SystemTextJson.xml,21322,README.md,2,2,54642,54642
Microsoft.AspNetCore.SpaServices,3.1.32,ok,,0,,1,0,56804,56804
Microsoft.Extensions.Caching.SqlServer,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Caching.SqlServer.xml,8390,,3,3,113533,65558
runtime.win.System.Net.Sockets,4.3.0,ok,,0,,0,0,182568,65558
Hangfire.NetCore,1.8.25,ok,lib/net451/Hangfire.NetCore.xml,141,,5,5,175855,65558
Validation,2.6.68,ok,lib/net35/Validation.xml,81831,README.md,5,5,124308,65558
Microsoft.Azure.Functions.Extensions,1.1.0,ok,,0,,1,0,30350,30350
Microsoft.Extensions.Hosting.WindowsServices,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Hosting.WindowsServices.xml,12715,,6,6,167939,65558
Datadog.Trace,3.53.0,ok,lib/net461/Datadog.Trace.Manual.xml,129566,README.md,3,3,203245,65558
K4os.Hash.xxHash,1.0.8,ok,lib/net462/K4os.Hash.xxHash.xml,12450,,5,5,49829,49829
Microsoft.WindowsDesktop.App.Runtime.win-x64,10.0.11,ok,,0,,0,0,39172023,65558
NSwag.MSBuild,14.7.1,ok,,0,,0,0,9609382,65558
Microsoft.NET.Sdk.iOS.Manifest-9.0.100.Msi.x64,26.5.9004,ok,,0,,0,0,380190,65558
Microsoft.NET.Sdk.Android.Manifest-9.0.100.Msi.x64,35.0.105,ok,,0,,0,0,380702,65558
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100.Msi.x64,26.5.9004,ok,,0,,0,0,379976,65558
Microsoft.AspNetCore.NodeServices,3.1.32,ok,,0,,1,0,61784,61784
Microsoft.NET.Sdk.macOS.Manifest-9.0.100.Msi.x64,26.5.9004,ok,,0,,0,0,379877,65558
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100.Msi.x64,26.5.9004,ok,,0,,0,0,379886,65558
runtime.linux-arm.runtime.native.System.IO.Ports,10.0.11,ok,,0,,0,0,51548,51548
Mono.Cecil,0.11.6,ok,,0,,8,0,707868,65558
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,356303,65558
Microsoft.NET.Sdk.Maui.Manifest-9.0.100.Msi.x64,9.0.120,ok,,0,README.md,0,0,339709,65558
Microsoft.Azure.Functions.Worker.Extensions.Http,3.3.0,ok,lib/netstandard2.0/Microsoft.Azure.Functions.Worker.Extensions.Http.xml,6255,,1,1,55672,55672
Microsoft.NET.Workload.Emscripten.net6.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,327864,65558
Microsoft.NET.Workload.Emscripten.Current.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,328853,65558
gherkin,42.0.1,ok,lib/netstandard2.0/Gherkin.xml,4820,,1,1,72722,65558
Microsoft.FeatureManagement.AspNetCore,4.7.0,ok,lib/net10.0/Microsoft.FeatureManagement.AspNetCore.xml,53336,,2,2,106043,65558
Microsoft.AspNet.WebApi.Owin,5.3.0,ok,lib/net45/System.Web.Http.Owin.xml,15667,,1,1,68342,65558
Microsoft.CodeAnalysis.AnalyzerUtilities,5.6.0,ok,lib/netstandard2.0/Microsoft.CodeAnalysis.AnalyzerUtilities.xml,1202854,,14,1,1464945,65558
Microsoft.NET.Workload.Emscripten.net7.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,328005,65558
Microsoft.NET.Workload.Emscripten.net8.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,328117,65558
Microsoft.Win32.Registry.AccessControl,10.0.11,ok,lib/net10.0/Microsoft.Win32.Registry.AccessControl.xml,1797,,5,5,150404,65558
Microsoft.AspNetCore.DataProtection.Extensions,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.DataProtection.Extensions.xml,17203,,3,3,99912,65558
Microsoft.Azure.Functions.Worker.Sdk.Generators,1.4.0,ok,,0,,0,0,354724,65558
Azure.Messaging.EventHubs,5.12.2,ok,lib/net8.0/Azure.Messaging.EventHubs.xml,912497,README.md,2,2,633826,65558
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,346423,65558
System.CommandLine,2.0.11,ok,lib/net8.0/System.CommandLine.xml,117607,README.md,28,2,550119,65558
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,346665,65558
Microsoft.NET.Workload.Mono.ToolChain.net8.Manifest-9.0.100.Msi.x64,9.0.19,ok,,0,,0,0,346572,65558
Microsoft.Windows.Compatibility,10.0.11,ok,,0,,0,0,31604,31604
K4os.Compression.LZ4.Streams,1.3.8,ok,lib/net462/K4os.Compression.LZ4.Streams.xml,130705,,5,5,256998,65558
Sfa.Core.ServiceModel,4.0.2,ok,,0,,1,0,17418,17418
AspNetCore.HealthChecks.Redis,9.0.0,ok,lib/net8.0/HealthChecks.Redis.xml,8777,,2,2,49948,49948
Json.More.Net,3.0.1,ok,lib/net10.0/Json.More.xml,49992,README.md,4,4,171444,65558
Microsoft.WindowsAzure.ConfigurationManager,3.2.3,ok,lib/net40/Microsoft.WindowsAzure.Configuration.xml,7585,,1,1,29128,29128
Microsoft.AspNetCore.SignalR,1.2.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.SignalR.xml,7189,,1,1,40940,40940
Microsoft.Extensions.Configuration.AzureKeyVault,3.1.24,ok,lib/netstandard2.0/Microsoft.Extensions.Configuration.AzureKeyVault.xml,19271,,1,1,45919,45919
Newtonsoft.Json.Schema,4.0.1,ok,lib/net35/Newtonsoft.Json.Schema.xml,119922,README.md,5,5,632166,65558
Microsoft.CodeAnalysis.Features,5.9.0,ok,lib/net10.0/Microsoft.CodeAnalysis.Features.xml,1319623,,28,2,7305771,65558
LaunchDarkly.EventSource,5.3.2,ok,lib/net462/LaunchDarkly.EventSource.xml,67174,,2,2,91104,65558
SQLitePCLRaw.provider.dynamic_cdecl,3.0.5,ok,,0,,1,0,39670,39670
Microsoft.Azure.DocumentDB.Core,2.22.0,ok,lib/netstandard1.5/Microsoft.Azure.DocumentDB.Core.xml,2272902,,2,2,4573972,65558
System.Reactive.Interfaces,6.1.0,ok,lib/net472/System.Reactive.Interfaces.xml,151,readme.md,3,3,70649,65558
Microsoft.Azure.AppConfiguration.AspNetCore,8.6.0,ok,lib/net8.0/Microsoft.Azure.AppConfiguration.AspNetCore.xml,22380,,2,2,78225,65558
Ben.Demystifier,0.4.1,ok,,0,readme.md,3,0,389075,65558
Swashbuckle.AspNetCore.Filters.Abstractions,10.0.1,ok,,0,README.md,1,0,27005,27005
SkiaSharp.NativeAssets.Linux.NoDependencies,4.151.2,ok,,0,README.md,0,0,60424235,65558
Microsoft.Azure.Functions.Worker.Sdk.Analyzers,1.2.2,ok,,0,,0,0,62949,62949
Microsoft.AspNetCore.Server.Kestrel.Transport.Libuv,6.0.36,ok,lib/net6.0/Microsoft.AspNetCore.Server.Kestrel.Transport.Libuv.xml,11482,,1,1,95781,65558
SQLitePCLRaw.bundle_green,2.1.11,ok,lib/net6.0-android31.0/SQLitePCLRaw.batteries_v2.xml,150,,8,1,39503,39503
libphonenumber-csharp,9.0.38,ok,lib/net10.0/PhoneNumbers.xml,247885,README.md,3,3,8020967,65558
SpecFlow.Tools.MsBuild.Generation,3.9.74,ok,,0,,0,0,11920290,65558
DevExpress.Xpo,26.1.4,ok,lib/net462/DevExpress.Xpo.v26.1.xml,1354743,,2,2,1860634,65558
JWT,11.1.0,ok,lib/net35/JWT.xml,93834,README.md,7,7,308333,65558
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.300,6.0.36,ok,,0,,0,0,48751,48751
Xamarin.AndroidX.Lifecycle.Common,2.11.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Lifecycle.Common.xml,158,readme.md,2,2,93295,65558
NJsonSchema.NewtonsoftJson,11.6.1,ok,lib/net462/NJsonSchema.NewtonsoftJson.xml,50288,README.md,3,3,86224,65558
AspNetCore.HealthChecks.Uris,9.0.0,ok,lib/net8.0/HealthChecks.Uris.xml,13163,,2,2,56548,56548
Syncfusion.Licensing,34.2.7,ok,,0,README.md,6,0,224387,65558
Microsoft.Bcl.Memory,10.0.11,ok,lib/net10.0/Microsoft.Bcl.Memory.xml,145,,6,6,242249,65558
NetTopologySuite.IO.SqlServerBytes,2.1.0,ok,lib/netstandard2.0/NetTopologySuite.IO.SqlServerBytes.xml,10174,,1,1,26131,26131
Microsoft.NET.Workload.Emscripten.Manifest-6.0.300,6.0.36,ok,,0,,0,0,35676,35676
Fody,6.9.3,ok,,0,,0,0,921204,65558
MessagePackAnalyzer,3.1.8,ok,,0,,0,0,177933,65558
Microsoft.AspNet.TelemetryCorrelation,1.0.8,ok,lib/net45/Microsoft.AspNet.TelemetryCorrelation.xml,7753,,1,1,38366,38366
GraphQL-Parser,9.5.1,ok,lib/net6.0/GraphQLParser.xml,187523,README.md,3,3,512891,65558
Microsoft.Extensions.AI.Abstractions,10.9.0,ok,lib/net10.0/Microsoft.Extensions.AI.Abstractions.xml,667391,README.md,5,5,1477906,65558
Microsoft.AspNetCore.Components.Authorization,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Components.Authorization.xml,15590,,1,1,57162,57162
Cake,1.3.0,ok,,0,,0,0,8361248,65558
Microsoft.AspNetCore.Authentication.MicrosoftAccount,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Authentication.MicrosoftAccount.xml,15529,,1,1,57328,57328
BouncyCastle.NetCore,2.2.1,ok,lib/net45/BouncyCastle.Crypto.xml,1736393,,2,2,2877296,65558
Google.Cloud.Iam.V1,3.5.0,ok,lib/net462/Google.Cloud.Iam.V1.xml,81530,,2,2,130318,65558
Castle.Windsor,6.0.0,ok,lib/net462/Castle.Windsor.xml,413557,,3,3,624191,65558
Xamarin.AndroidX.Collection,1.6.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Collection.xml,152,readme.md,2,2,158827,65558
Microsoft.SourceLink.GitHub,10.0.400,ok,,0,,0,0,536414,65558
HarfBuzzSharp,14.2.1.102,ok,lib/net10.0-android36.0/HarfBuzzSharp.xml,260800,README.md,22,2,2132492,65558
Microsoft.Azure.WebJobs.Extensions.ServiceBus,5.17.0,ok,lib/net8.0/Microsoft.Azure.WebJobs.Extensions.ServiceBus.xml,65921,README.md,2,2,253053,65558
Microsoft.NET.Workloads.10.0.200,10.204.1,ok,,0,README.md,0,0,30294,30294
Xamarin.AndroidX.Lifecycle.Runtime,2.11.0.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.Lifecycle.Runtime.xml,159,readme.md,2,2,78051,65558
runtime.win7-x86.runtime.native.System.Data.SqlClient.sni,4.3.0,ok,,0,,0,0,142012,65558
Microsoft.CodeAnalysis.NetAnalyzers,10.0.400,ok,,0,documentation/README.md,0,0,4287703,65558
Nito.AsyncEx,5.1.2,ok,,0,,0,0,20938,20938
Microsoft.AspNet.Identity.Owin,2.2.4,ok,lib/net45/Microsoft.AspNet.Identity.Owin.xml,32297,,1,1,56499,56499
runtime.win7-x64.runtime.native.System.Data.SqlClient.sni,4.3.0,ok,,0,,0,0,157908,65558
AutoFixture.Xunit2,4.18.1,ok,lib/net452/AutoFixture.Xunit2.xml,27347,,3,3,92694,65558
GraphQL,8.8.5,ok,lib/net5.0/GraphQL.xml,1037962,README.md,4,4,2555417,65558
Quartz.Extensions.DependencyInjection,3.20.1,ok,lib/net10.0/Quartz.Extensions.DependencyInjection.xml,52774,README.md,4,4,204539,65558
Microsoft.SqlServer.Types,170.1000.7,ok,,0,,22,0,1666180,65558
Sentry.Extensions.Logging,6.10.0,ok,lib/net10.0/Sentry.Extensions.Logging.xml,14125,README.md,4,4,170723,65558
LinqKit.Core,1.2.11,ok,lib/net10.0/LinqKit.Core.xml,24850,,10,10,203976,65558
Microsoft.AspNetCore.Server.IIS,2.2.6,ok,lib/netstandard2.0/Microsoft.AspNetCore.Server.IIS.xml,22987,,1,1,498923,65558
JsonPointer.Net,7.0.3,ok,lib/net10.0/JsonPointer.Net.xml,29961,README.md,4,4,114775,65558
Microsoft.AspNetCore.ResponseCompression,2.3.12,ok,lib/net462/Microsoft.AspNetCore.ResponseCompression.xml,12499,,2,2,67826,65558
StackExchange.Redis.StrongName,1.2.6,ok,lib/net45/StackExchange.Redis.StrongName.xml,396235,,3,3,789356,65558
Microsoft.AspNetCore.OData,9.5.0,ok,lib/net8.0/Microsoft.AspNetCore.OData.xml,1154123,docs/README.md,1,1,478327,65558
Iesi.Collections,4.1.1,ok,lib/net40/Iesi.Collections.xml,41095,README.md,8,8,98205,65558
Microsoft.Diagnostics.Runtime,4.0.732401,ok,lib/net10.0/Microsoft.Diagnostics.Runtime.xml,416300,,2,2,1044206,65558
Azure.Monitor.OpenTelemetry.Exporter,1.9.0,ok,lib/net10.0/Azure.Monitor.OpenTelemetry.Exporter.xml,481702,README.md,3,3,946637,65558
AWSSDK.KeyManagementService,4.0.100.12,ok,lib/net472/AWSSDK.KeyManagementService.xml,3680175,,4,4,1350528,65558
Microsoft.AspNet.WebApi.Cors,5.3.0,ok,lib/net45/System.Web.Http.Cors.xml,14637,,1,1,58666,58666
ServiceStack.Text,10.1.4,ok,lib/net10.0/ServiceStack.Text.xml,111191,,5,5,1825362,65558
Swashbuckle.Core,5.6.0,ok,,0,,1,0,1073586,65558
Xamarin.Forms,5.0.0.2662,ok,lib/MonoAndroid13.0/Xamarin.Forms.Xaml.xml,43813,,81,18,14146935,65558
Microsoft.VisualStudio.Web.CodeGeneration.Tools,2.0.4,ok,,0,,1,0,94369,65558
NServiceBus,10.2.9,ok,lib/net10.0/NServiceBus.Core.xml,592834,,1,1,1065586,65558
Azure.ResourceManager,1.14.0,ok,lib/net10.0/Azure.ResourceManager.xml,2137990,README.md,3,3,1514417,65558
Microsoft.NET.Sdk.Android.Manifest-6.0.300,32.0.440,ok,,0,,0,0,29760,29760
